table_id,col_idx,class,class_id,data
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00208-ip-10-236-191-2.ec2.internal.json.gz_187-Difference between revisio_UZGY6Y5HB4EVQKCJ,1,status,71,done todo done done done todo done done done done done done done done done done done done
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00208-ip-10-236-191-2.ec2.internal.json.gz_187-Difference between revisio_UZGY6Y5HB4EVQKCJ,2,owner,53,TimBird wmat wmat/ TimRiker wmat wmat wmat Task force wmat Tim Bird wmat Sampo TimBird ?? Sampo TimBird TimBird Task force Task force
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00023-ip-10-236-191-2.ec2.internal.json.gz_1845-Suika Education School Co_22YPKBB2TOYDNIEE,0,company,19,Suika Education Suika Education Suika Education
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00023-ip-10-236-191-2.ec2.internal.json.gz_1845-Suika Education School Co_22YPKBB2TOYDNIEE,1,city,12,"Torrance, CA, 90501 Torrance, CA, 90501 Torrance, CA, 90501"
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00023-ip-10-236-191-2.ec2.internal.json.gz_1845-Suika Education School Co_22YPKBB2TOYDNIEE,2,year,77,09/28/2013 10/01/2013 10/01/2010
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00139-ip-10-236-191-2.ec2.internal.json.gz_2232-Custom Query â€“ Django-2_FTKXGYAVNODO376M,0,status,71,new new new assigned new new new new new new new assigned new new new assigned new new new new new new new new new new new new new new new new new assigned new new assigned new new assigned new new new new new new new new assigned assigned new new assigned new new new new new new new new assigned new new assigned assigned
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00139-ip-10-236-191-2.ec2.internal.json.gz_2232-Custom Query â€“ Django-2_FTKXGYAVNODO376M,1,owner,53,nobody nobody nobody haxoza nobody nobody nobody nobody nobody nobody nobody charettes nobody nobody nobody supersteve9219 nobody nobody nobody nobody nobody nobody nobody deprince nobody nobody nobody nobody nobody nobody nobody jdunck shaz nobody nobody inglesp nobody nobody Ubercore nobody nobody nobody nobody nobody mcardillo55@â€¦ nobody nobody arank biern nobody nobody jnovinger nobody nobody nobody nobody nobody avani9330 nobody nobody jezdez anonymous
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00139-ip-10-236-191-2.ec2.internal.json.gz_2232-Custom Query â€“ Django-2_FTKXGYAVNODO376M,2,type,75,Bug Bug Bug Bug Cleanup/optimization New feature Bug Cleanup/optimization Bug Cleanup/optimization Bug Bug Cleanup/optimization Bug New feature Bug Bug Bug Bug New feature Bug Bug Bug Cleanup/optimization Bug Bug Bug Bug Bug Cleanup/optimization New feature New feature Bug Bug Bug New feature New feature New feature Bug Cleanup/optimization Bug New feature Cleanup/optimization New feature Bug Bug Cleanup/optimization Bug Bug Bug Bug Bug Bug Cleanup/optimization Cleanup/optimization Bug Bug Bug Bug Bug Bug Cleanup/optimization Bug Bug New feature Bug
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00139-ip-10-236-191-2.ec2.internal.json.gz_2232-Custom Query â€“ Django-2_FTKXGYAVNODO376M,3,component,20,"Database layer (models, ORM) Forms contrib.admin Core (Cache system) contrib.sessions Documentation Database layer (models, ORM) Documentation Database layer (models, ORM) Testing framework contrib.admin Database layer (models, ORM) Template system contrib.admin contrib.sites File uploads/storage Database layer (models, ORM) Database layer (models, ORM) Database layer (models, ORM) Database layer (models, ORM) Internationalization contrib.admin Database layer (models, ORM) Documentation Database layer (models, ORM) GIS Database layer (models, ORM) Forms contrib.contenttypes contrib.contenttypes Database layer (models, ORM) File uploads/storage Database layer (models, ORM) Database layer (models, ORM) Database layer (models, ORM) contrib.admin Forms Database layer (models, ORM) contrib.admin GIS contrib.staticfiles contrib.admin Internationalization Documentation Core (Serialization) Forms Documentation contrib.contenttypes contrib.admin Database layer (models, ORM) Database layer (models, ORM) Database layer (models, ORM) contrib.staticfiles Database layer (models, ORM) Database layer (models, ORM) HTTP handling contrib.staticfiles contrib.admin contrib.admin contrib.admin Core (Management commands) Documentation Database layer (models, ORM) Database layer (models, ORM) contrib.staticfiles contrib.sessions"
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00118-ip-10-236-191-2.ec2.internal.json.gz_1174-ESRL Global Monitoring Di_RJ3VRJH7ULEHFSYT,0,category,11,Greenhouse Gases Greenhouse Gases
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00118-ip-10-236-191-2.ec2.internal.json.gz_1174-ESRL Global Monitoring Di_RJ3VRJH7ULEHFSYT,1,name,46,Carbon Dioxide (CO2) Carbon Dioxide (CO2)
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00118-ip-10-236-191-2.ec2.internal.json.gz_1174-ESRL Global Monitoring Di_RJ3VRJH7ULEHFSYT,2,type,75,Flask Flask
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00118-ip-10-236-191-2.ec2.internal.json.gz_1174-ESRL Global Monitoring Di_RJ3VRJH7ULEHFSYT,3,year,77,Multiple Multiple
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00021-ip-10-236-191-2.ec2.internal.json.gz_2167-Schedule | SoxProspects.c_IOIKCCCDMONJC3GT,0,location,44,Home Home Away Away Away
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00021-ip-10-236-191-2.ec2.internal.json.gz_2167-Schedule | SoxProspects.c_IOIKCCCDMONJC3GT,1,team,73,Boston Red Sox Pawtucket Red Sox Portland Sea Dogs Salem Red Sox Greenville Drive
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00021-ip-10-236-191-2.ec2.internal.json.gz_2167-Schedule | SoxProspects.c_IOIKCCCDMONJC3GT,2,status,71,Final Final/6 Final Final Final
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00021-ip-10-236-191-2.ec2.internal.json.gz_2167-Schedule | SoxProspects.c_IOIKCCCDMONJC3GT,3,result,65,Win Win Loss Win Win
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_1285-(S.V.P) Samantha 's books_C2ERMZTBLDNS5CON,0,isbn,40,isbn 1416975861 isbn 1416974512 isbn 1416974504 isbn 0312362153 isbn 0515140791 isbn 0312998368 isbn 9044966103 isbn 0425241971 isbn 1416989412 isbn 1442439459 isbn 0843955287 isbn 0843956534 isbn 0062082272 isbn 1843607409 isbn 0142401757 isbn 1416510877 isbn 0373802544 isbn 0452285933 isbn 1421506270 isbn 1421506300 isbn 142151155X isbn 1421510421 isbn 1421510448 isbn 1416509879 isbn 0446616427 isbn 0446618748 isbn 0060002069 isbn 1931514607 isbn 0140422072 isbn 0316011835
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_1285-(S.V.P) Samantha 's books_C2ERMZTBLDNS5CON,1,notes,48,notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private!
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_1285-(S.V.P) Samantha 's books_C2ERMZTBLDNS5CON,2,format,36,format Hardcover format Paperback format Paperback format Hardcover format Paperback format Mass Market Paperback format ebook format Hardcover format Hardcover format Hardcover format Mass Market Paperback format Mass Market Paperback format Paperback format Trade Paperback format Paperback format Paperback format Mass Market Paperback format Mass Market Paperback format Paperback format Paperback format Paperback format Paperback format Paperback format Mass Market Paperback format Mass Market Paperback format Mass Market Paperback format Paperback format Paperback format Paperback format Paperback
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00221-ip-10-236-191-2.ec2.internal.json.gz_1656-Tuxedo Rental Stores in N_RJPCLBOIR76OU5EV,0,address,0,1150 S Neosho Blvd 212 E Main St
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00221-ip-10-236-191-2.ec2.internal.json.gz_1656-Tuxedo Rental Stores in N_RJPCLBOIR76OU5EV,1,city,12,Neosho Neosho
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00221-ip-10-236-191-2.ec2.internal.json.gz_1656-Tuxedo Rental Stores in N_RJPCLBOIR76OU5EV,2,state,70,MO MO
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_775-iNaru's anime List - Anime_MICX2RBQWPLZQNUF,0,type,75,TV DVD Special Movie TV Movie Web OVA TV DVD Special OVA TV TV TV Other Music Video Movie OVA OVA Music Video Movie OVA TV TV OVA TV OVA OVA TV TV DVD Special Other TV Movie TV OVA Movie TV OVA Movie TV Movie TV OVA DVD Special Other Movie OVA OVA TV Special TV
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_775-iNaru's anime List - Anime_MICX2RBQWPLZQNUF,1,year,77,2006 2007 2012 2009 1998 2010 2004 2009 2010 1990 1991 1976 2011 2009 2012 2005 1991 1995 2012 2007 1994 1987 1963 1993 1992 1991 2009 2012 2012 2012 2012 1973 1979 2011 1986 1981 1999 1990 1968 2007 2009 2004 1997 1998 2010 1931 1993 2011 2007 2006
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_775-iNaru's anime List - Anime_MICX2RBQWPLZQNUF,2,status,71,Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Watched Won't Watch Won't Watch Watched Won't Watch Won't Watch Won't Watch Watched Won't Watch Won't Watch Won't Watch Watched Watched Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Watched Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00086-ip-10-236-191-2.ec2.internal.json.gz_2276-2005 USMS Top 10 LCM for _ES6PTOKOBJS3LWPC,0,name,46,Jack R Groselle Chris J Lautman James E Kemp Berry Hamilton Mark Wussler Philip John Templin Eric D Van Boer David Hefner Dale E Korner Thomas W Whatley
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00086-ip-10-236-191-2.ec2.internal.json.gz_2276-2005 USMS Top 10 LCM for _ES6PTOKOBJS3LWPC,1,age,3,51 51 50 52 50 51 51 51 53 54
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00086-ip-10-236-191-2.ec2.internal.json.gz_2276-2005 USMS Top 10 LCM for _ES6PTOKOBJS3LWPC,2,club,15,O*H* PNA STAN GAJA SDSM UCI RHMS FACT O*H* BMW
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00178-ip-10-236-191-2.ec2.internal.json.gz_1913-Schedule | SoxProspects.c_VZ72VREIQ5R3GDKH,0,location,44,Away Home Away Away Away
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00178-ip-10-236-191-2.ec2.internal.json.gz_1913-Schedule | SoxProspects.c_VZ72VREIQ5R3GDKH,1,team,73,Boston Red Sox Pawtucket Red Sox Portland Sea Dogs Salem Red Sox Greenville Drive
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00178-ip-10-236-191-2.ec2.internal.json.gz_1913-Schedule | SoxProspects.c_VZ72VREIQ5R3GDKH,2,status,71,Final Final Final Final Final
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00178-ip-10-236-191-2.ec2.internal.json.gz_1913-Schedule | SoxProspects.c_VZ72VREIQ5R3GDKH,3,result,65,Loss Win Win Win Win
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00208-ip-10-236-191-2.ec2.internal.json.gz_388-List of Public Companies W_KW5H4SKZGILHVDE5,0,symbol,72,S3345:SM GPLS:US GEPC:US 000791:CH XEB:CN EMBE:LN JAPAULOI:NL PTJYY:US JPFA:IJ 1JC1:GR JAP:SP JPIN:IN JPEP:US 0JP:GR
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00208-ip-10-236-191-2.ec2.internal.json.gz_388-List of Public Companies W_KW5H4SKZGILHVDE5,1,company,19,EVELSA J P INVERSIONES GEOPULSE EXPLORATIONS INC GEPCO LTD GEPIC ENERGY DEVELOPMENT-A ISHARES JP MORGAN USD EMERGI ISHARES JPM EM BOND EUR HD JAPAUL OIL AND MARITIME SERV JAPFA COMFEED IN-UNSPON ADR JAPFA COMFEED INDONES-TBK PT JAPFA COMFEED INDONES-TBK PT JAPFA LTD JAYPEE INFRATECH LTD JP ENERGY PARTNERS LP JP ENERGY PARTNERS LP
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00208-ip-10-236-191-2.ec2.internal.json.gz_388-List of Public Companies W_KW5H4SKZGILHVDE5,2,country,22,ES US US CN CA GB NG US ID DE SG IN US DE
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00297-ip-10-236-191-2.ec2.internal.json.gz_1770-Ranking List Skier Perfor_QEAZIIQLD53OFYAH,0,name,46,BACOS Eric BACOS Eric BACOS Eric BACOS Eric BACOS Eric BACOS Eric BACOS Eric
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00297-ip-10-236-191-2.ec2.internal.json.gz_1770-Ranking List Skier Perfor_QEAZIIQLD53OFYAH,1,country,22,FRA FRA FRA FRA FRA FRA FRA
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00297-ip-10-236-191-2.ec2.internal.json.gz_1770-Ranking List Skier Perfor_QEAZIIQLD53OFYAH,2,sex,68,M M M M M M M
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00297-ip-10-236-191-2.ec2.internal.json.gz_1770-Ranking List Skier Perfor_QEAZIIQLD53OFYAH,3,class,13,L L L L L L L
"webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00037-ip-10-236-191-2.ec2.internal.json.gz_1795-WNPL353 (PORTLAND, CITY O_NULPR2SM6CRGZTJA",0,class,13,FB2 MO MO MO
"webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00037-ip-10-236-191-2.ec2.internal.json.gz_1795-WNPL353 (PORTLAND, CITY O_NULPR2SM6CRGZTJA",1,city,12,PORTLAND
"webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00037-ip-10-236-191-2.ec2.internal.json.gz_1795-WNPL353 (PORTLAND, CITY O_NULPR2SM6CRGZTJA",2,county,23,SUMNER
"webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00037-ip-10-236-191-2.ec2.internal.json.gz_1795-WNPL353 (PORTLAND, CITY O_NULPR2SM6CRGZTJA",3,state,70,TN
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00134-ip-10-236-191-2.ec2.internal.json.gz_2799-TFRRS | Track & Field Res_ZNKXUAHO2H6IQP3C,0,name,46,"Kipyego, Sally Maier, Deborah Bonds , Lauren Hasay, Jordan Kroeger, Kathy Kosinski, Alex Franek, Bridget Goethals, Megan Crossman, Bronwyn Kibet, Elvin Kosgei, Lydia Kimaiyo, Risper Millhouse, Kara Bergman, Jennifer Kleppin, Lauren Sheffey, Brittany Engel, Jessica Kemboi, Agnes Jimenez, Betzy Lucas, Julia Beecham, Annie"
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00134-ip-10-236-191-2.ec2.internal.json.gz_2799-TFRRS | Track & Field Res_ZNKXUAHO2H6IQP3C,1,year,77,JR-3 JR-3 SO-2 SR-4 SO-2 JR-3 SO-2 SR-4 SR-4 SR-4 JR-3 SR-4 SR-4 SR-4 SO-2
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00134-ip-10-236-191-2.ec2.internal.json.gz_2799-TFRRS | Track & Field Res_ZNKXUAHO2H6IQP3C,2,team,73,OTC California Unattached Oregon Stanford Oregon OTC Washington Oregon Arizona Eastern Kentucky UTEP Penn State Arizona Western State Tennessee Oklahoma TCU Unattached OTC Team Run Eugene
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00273-ip-10-236-191-2.ec2.internal.json.gz_1171-ESRL Global Monitoring Di_EUFE23PSTJM6P3J4,0,category,11,Halocompounds Halocompounds Halocompounds Halocompounds Halocompounds Halocompounds
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00273-ip-10-236-191-2.ec2.internal.json.gz_1171-ESRL Global Monitoring Di_EUFE23PSTJM6P3J4,1,name,46,CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11)
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00273-ip-10-236-191-2.ec2.internal.json.gz_1171-ESRL Global Monitoring Di_EUFE23PSTJM6P3J4,2,type,75,Insitu Insitu Insitu Insitu Insitu Insitu
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00273-ip-10-236-191-2.ec2.internal.json.gz_1171-ESRL Global Monitoring Di_EUFE23PSTJM6P3J4,3,year,77,Multiple Multiple Multiple Multiple Multiple Multiple
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_682-Watsons Wish List :: WNY R_GKRZYHQ6KOLHV2TI,0,location,44,"Lockport, NY Lockport, NY Lockport, NY Lockport, NY Lockport, NY Lockport, NY Lockport, NY Lockport, NY"
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_682-Watsons Wish List :: WNY R_GKRZYHQ6KOLHV2TI,1,type,75,Reg Reg Reg Reg Reg Reg Pla Pla
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_682-Watsons Wish List :: WNY R_GKRZYHQ6KOLHV2TI,2,result,65,Won 6-5 Won 13-7 Won 12-5 Won 11-5 Lost 2-9 Won 6-3 Won 5-3 Lost 5-7
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_682-Watsons Wish List :: WNY R_GKRZYHQ6KOLHV2TI,3,status,71,Final Final Final Final Final Final Final Final
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00102-ip-10-236-191-2.ec2.internal.json.gz_1147-Top 100 - Delaware League_2GF2PF4JYP72S3KM,0,rank,60,1 2 3 4 5
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00102-ip-10-236-191-2.ec2.internal.json.gz_1147-Top 100 - Delaware League_2GF2PF4JYP72S3KM,1,team,73,YMCA - Delaware - Bear-Glasgow Family YMCA - Delaware - Western Family YMCA - Delaware - Brandywine YMCA - Delaware - Dover YMCA - Delaware - Central
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00102-ip-10-236-191-2.ec2.internal.json.gz_1147-Top 100 - Delaware League_2GF2PF4JYP72S3KM,2,location,44,"Newark, DE Newark, DE Wilmington, DE Dover, DE Wilmington, DE"
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00208-ip-10-236-191-2.ec2.internal.json.gz_1291-Crystal's bookshelf: rele_HADPZVM6QM7LDOUT,0,isbn,40,isbn 145558116X isbn 1476709009 isbn 0553391887 isbn 0345506014 isbn 1250007046 isbn 0425274470 isbn 0451470893 isbn 0345545516 isbn 1250065933 isbn 125004734X isbn 0425277151 isbn 0316334529 isbn 1476749116 isbn 0553588265 isbn 1439183724 isbn 1501112317 isbn isbn isbn 1416549129 isbn 0743269268 isbn 044661212X isbn 1416563687 isbn 0743246071 isbn 0743227441 isbn 006235065X isbn 1416583203 isbn isbn 1476754454 isbn isbn
webtables1/K1_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00208-ip-10-236-191-2.ec2.internal.json.gz_1291-Crystal's bookshelf: rele_HADPZVM6QM7LDOUT,1,notes,48,notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private!
